pair_id,id_1,id_2,text_1,text_2,jaccard,class
3477,2753,6827,В Газпроме не исключают снижения цены на газ для Литвы.,«Газпром» пообещал Литве скидку на газ.,0.584237,0
3478,2906,6977,При ремонте аэропорта в Казани было похищено 250 млн руб.,При ремонте аэропорта в Казани украли 250 миллионов рублей.,0.82851,1
3479,2827,6898,Пожар в новгородском психоневрологическом интернате: есть погибшие.,В Новгородской области загорелся психоневрологический интернат.,0.547723,-1
3480,2827,6899,Пожар в новгородском психоневрологическом интернате: есть погибшие.,Пожар в психоневрологическом интернате под Новгородом потушили.,0.547723,-1
3482,2827,6906,Пожар в новгородском психоневрологическом интернате: есть погибшие.,При пожаре в новгородском интернате погибли 37 человек.,0.5625,0
3483,2754,6830,Скончался последний свидетель смерти Адольфа Гитлера.,Скончался последний свидетель смерти Гитлера.,0.931128,1
3484,2828,6902,"Следствие не стало возбуждать дело о смерти подрывника ""Невского экспресса"".",СК отказался возбуждать дело о смерти подрывника «Невского экспресса».,0.801784,0
3485,2756,6824,Чемпион США по боксу среди юниоров найден мертвым у себя дома.,В США до смерти избили чемпиона по боксу среди юниоров.,0.591784,0
3486,2755,6832,Турникеты из автобусов Москвы убирать пока не будут.,Лавров и Керри обсудили ситуацию в Сирии по телефону.,0.0,-1
3487,2829,6898,По факту пожара в интернате в Новгородской обл. возбуждено дело.,В Новгородской области загорелся психоневрологический интернат.,0.507093,-1
3488,2829,6899,По факту пожара в интернате в Новгородской обл. возбуждено дело.,Пожар в психоневрологическом интернате под Новгородом потушили.,0.338062,-1
3489,2829,6901,По факту пожара в интернате в Новгородской обл. возбуждено дело.,При пожаре в новгородском интернате погибли семь человек.,0.46291,-1
3490,2829,6906,По факту пожара в интернате в Новгородской обл. возбуждено дело.,При пожаре в новгородском интернате погибли 37 человек.,0.46291,-1
3491,2830,6901,С пожаром в новгородском интернате борются 150 человек.,При пожаре в новгородском интернате погибли семь человек.,0.666667,-1
3492,2830,6906,С пожаром в новгородском интернате борются 150 человек.,При пожаре в новгородском интернате погибли 37 человек.,0.85,-1
3493,2907,6975,В воскресенье бегуны ограничат движение по Невскому и Московскому проспектам.,«Уралсиб» назвали новым акционером крупнейшего порта России.,0.0,-1
3494,2831,6901,"Пожар в новгородском интернате ""Оксочи"".",При пожаре в новгородском интернате погибли семь человек.,0.612372,-1
3495,2832,6916,ООН: Сирия присоединилась к Конвенции о запрете химоружия.,Сирия окончательно присоединилась к конвенции о запрете химоружия.,0.931128,1
3496,2833,6915,Вдова убитого в Абхазии российского дипломата скончалась.,В Сухуми скончалась вдова убитого российского дипломата.,0.666667,0
3497,2835,6910,ФБР предупредило владельцев нефтехранилищ США об угрозе терактов.,ФБР предупредило нефтяные компании об угрозе терактов.,0.678935,0
3498,2836,6913,Московская полиция начала операцию по декриминализации подземки.,Полиция начала масштабную декриминализацию московского метро.,0.74375,0
3499,2837,6912,В Новгородской области объявили траур по погибшим в интернате.,В Новгородской области объявлен траур по жертвам пожара в интернате.,0.771517,1
3500,2838,6911,Япония запустила очень экономичную космическую ракету Epsilon.,Япония впервые запустила в космос ракету «Эпсилон».,0.63901,0
3501,2839,6914,В Туве автомобиль насмерть сбил четырех человек на остановке.,В Туве автомобиль насмерть сбил на остановке четырех человек.,0.903846,1
3502,2988,7063,Итальянские министры из партии С.Берлускони сдали портфели.,Министры от партии Берлускони покинули правительство Италии.,0.516667,0
3503,2840,6909,Жертвами наводнения под Одессой стали два человека.,В результате наводнения под Одессой погибли два человека.,0.683333,1
3504,2989,7061,В России появится агентство по привлечению инвестиций в регионы.,Медведев велел создать агентство по привлечению инвестиций в регионы.,0.617213,0
3506,2990,7060,Минобороны опровергло намерение отказать студентам-платникам в отсрочке.,Минобороны опровергло отмену отсрочек для студентов.,0.613065,1
3507,2842,6917,В посольстве США прокомментировали расистский коллаж И.Родниной.,Посольство США ответило Родниной на публикацию расистского коллажа.,0.72214,0
3508,2758,6835,ЕС призвал США не бомбить Сирию до публикации доклада ООН.,Евросоюз призвал США дождаться доклада ООН по Сирии.,0.708242,-1
3509,2843,6919,На Кубани при ремонте авиаучилища похитили 60 млн руб.,В Краснодаре при ремонте военного училища украли 60 миллионов рублей.,0.668153,0
3510,2991,7059,Концерт группы Infected Mushrooms в Москве остановил спецназ ФСКН.,ФСКН прервала концерт Infected Mushroom в Москве.,0.514452,1
3511,2992,7062,Эксперты выбрали лучшую марку пива в мире.,Эксперты выбрали лучшее пиво в мире.,0.912871,1
3512,2759,6834,По факту ДТП под Псковом возбуждено уголовное дело.,По факту ДТП в Псковской области возбудили уголовное дело.,0.814722,1
3513,2759,6835,По факту ДТП под Псковом возбуждено уголовное дело.,Евросоюз призвал США дождаться доклада ООН по Сирии.,0.0,-1
3514,2993,7067,Спецслужбы Израиля сообщили о поимке иранского шпиона.,Израиль сообщил о поимке иранского шпиона.,0.931128,1
3515,2994,7069,Siemens увольняет 15 тыс. сотрудников.,Siemens уволит 15 тысяч рабочих.,0.610714,1
3516,2760,6836,Губернатор Псковской области взял под свой контроль ситуацию с ДТП.,Индонезия перенесла финал «Мисс мира» на Бали.,0.025981,-1
3517,2995,7064,В Шанхае запустили зону свободной торговли.,В Шанхае заработала свободная торговая зона.,0.71,1
3518,2761,6833,"При взрыве баллона с газом у метро ""Царицыно"" пострадали три человека.",Три человека пострадали при взрыве у метро «Царицыно».,0.880459,0
3519,2844,6923,Единороссы передумали: закон о РАН вернут во второе чтение.,«Единая Россия» вернет закон о РАН во второе чтение.,0.785714,1
3520,2996,7066,Пресс-секретарь Greenpeace арестован на 2 месяца.,Пресс-секретаря Greenpeace арестовали на два месяца.,0.82,1
3521,2997,7068,В Нигерии боевики расстреляли 50 спящих студентов колледжа.,В Нигерии боевики застрелили 50 спящих студентов.,0.802377,0
3522,2998,7065,Число погибших при обрушении дома в Мумбаи составило 60 человек.,В Мумбаи при обрушении дома погибло 60 человек.,0.894893,1
3523,2763,6847,Глава штаба С.Собянина: В Москве наконец-то прошли честные выборы.,В Москве объявлены предварительные результаты выборов мэра.,0.324037,-1
3524,2764,6841,"Явка на выборах мэра Москвы к 15:00 составила 18,65%.",В Москве стартовали выборы мэра.,0.632785,-1
3525,2764,6845,"Явка на выборах мэра Москвы к 15:00 составила 18,65%.",Явка на выборах мэра Москвы превысила 26 процентов.,0.802377,0
3526,2764,6846,"Явка на выборах мэра Москвы к 15:00 составила 18,65%.",В Москве завершилось голосование на выборах мэра.,0.56598,-1
3527,2766,6841,Явка на выборах мэра Москвы достигла 7%.,В Москве стартовали выборы мэра.,0.632785,-1
3528,2766,6846,Явка на выборах мэра Москвы достигла 7%.,В Москве завершилось голосование на выборах мэра.,0.56598,-1
3529,2767,6843,Главой Ингушетии переизбран Ю.-Б.Евкуров.,Юнус-Бека Евкурова переизбрали главой Ингушетии.,0.503674,1
3530,2999,7081,Во Франции начато расследование против дяди Башара Асада.,Франция заинтересовалась активами дяди Асада.,0.584237,0
3531,2768,6837,В России стартовал единый день голосования.,В России начался единый день голосования.,0.82,1
3532,2768,6841,В России стартовал единый день голосования.,В Москве стартовали выборы мэра.,0.223607,-1
3534,2770,6838,Столицей Олимпиады-2020 стал Токио.,Объявлена столица летней Олимпиады-2020.,0.525,-1
3535,2771,6844,"В Ростовской области раскрыта банда, убивавшая полицейских.",МВД назвало мотивы убийц полицейских из Ростовской области.,0.509201,-1
3536,2772,6840,В Лондоне задержаны 160 антифашистов и националистов.,Полиция Лондона задержала более 160 националистов и антифашистов.,0.949386,0
3537,2773,6839,В Колумбии по пути на матч футбольной сборной арестован наркобарон.,Колумбийского наркобарона арестовали по дороге на футбол.,0.52315,1
3538,2845,6924,Facebook могут заблокировать в России из-за рекламы курительных смесей.,ФАС проверит Facebook из-за рекламы запрещенных курительных смесей.,0.632644,0
3539,3000,7080,Леонида Развозжаева удалили из зала суда за пререкания.,Развозжаева удалили из зала суда на слушаниях по продлению ареста.,0.652483,0
3540,3001,7072,Правительство выделило 40 млрд руб. на помощь Дальнему Востоку.,На ликвидацию последствий наводнения потратят 40 миллиардов рублей.,0.414255,0
3541,3001,7079,Правительство выделило 40 млрд руб. на помощь Дальнему Востоку.,В Европе зафиксирован бум IPO.,0.0,-1
3542,2846,6925,Погибшего при взрыве в Чечне полицейского наградили за отвагу.,В результате теракта в Чечне погибли трое полицейских.,0.516667,-1
3543,2910,6985,"КНДР отменила воссоединение семей, разделенных Корейской войной.",КНДР отменила воссоединение разделенных Корейской войной семей.,1.014286,1
3544,2847,6926,Иран хочет запустить в космос персидского кота.,Иран решил отправить в космос персидского кота.,0.683333,1
3545,2911,6988,В России будут признавать дипломы 201 зарубежного вуза.,Россия признала дипломы 201 иностранного вуза.,0.763802,1
3546,2848,6927,Россия воссоздает арктическую военную базу на Новосибирских островах.,Россия восстановит военную базу на Новосибирских островах.,0.817808,0
3547,2912,6987,Пограничники опровергли факт обстрела российского судна корейцами.,Пограничники опровергли обстрел корейцами российской шхуны.,0.771517,0
3548,2913,6986,"В Таджикистане задержали диверсантов, готовивших теракты перед выборами.",В Таджикистане поймали диверсантов.,0.525279,0
3549,2914,6984,В столице Турции обстреляли здание полиции.,В Анкаре обстреляли ракетами здание полиции.,0.6,0
3550,3002,7070,Российскому бюджету не хватает 250 млрд рублей доходов.,В доходной части бюджета недосчитались 250 миллиардов рублей.,0.585714,0
3551,3003,7077,Apple и Google обогнали Coca-Cola в рейтинге самых дорогих брендов.,Coca-Cola уступила Apple первенство в рейтинге самых дорогих брендов.,0.730297,0
3552,2915,6991,В Германии проходят парламентские выборы.,В Германии начались парламентские выборы.,0.775,1
3553,2916,6991,Германия выбирает парламент: А.Меркель идет на третий срок.,В Германии начались парламентские выборы.,0.356159,0
3554,2917,6990,На LinkedIn подали в суд за воровство электронных адресов.,Пользователи обвинили LinkedIn в краже адресов электронной почты.,0.617213,0
3555,2918,6989,При теракте в Найроби погиб племянник президента Кении.,Президент Кении уточнил число жертв теракта в Найроби.,0.648074,-1
3556,3004,7070,"В проекте трехлетнего бюджета обнаружилась ""дыра"" в 250 млрд руб.",В доходной части бюджета недосчитались 250 миллиардов рублей.,0.547886,1
3557,2919,6993,Новую Москву залило клеем: более 20 участков оказались под липкой массой.,Десяток участков в «новой Москве» залило клеем.,0.694022,0
3558,2920,6992,В Пакистане при теракте в церкви погибли 53 человека.,При взрывах у христианской церкви в Пакистане погибли 53 человека.,0.802377,1
3559,2849,6921,"Уроженка Индии впервые завоевала титул ""мисс Америка"".",Титул «Мисс Америка» завоевала девушка индийского происхождения.,0.632644,1
3560,2774,6862,"На Северном Кавказе разворовали 6,5 млрд руб. бюджетных средств.","Путин оценил объем хищений на Кавказе в 6,5 миллиарда рублей.",0.588889,0
3561,2921,6996,"Столкновение у куба А.Навального: трое в больнице, не считая полицейского.",«Амкар» выиграл в гостях у «Кубани» с разгромным счетом.,0.0,-1
3562,2922,6994,Бердыев: Проиграли из-за беспредела судьи.,«Рубин» проиграл «Томи» в девятом туре чемпионата России.,0.188982,-1
3563,2923,6991,Парламентские выборы в Германии.,В Германии начались парламентские выборы.,0.894893,-1
3564,2923,6995,Парламентские выборы в Германии.,Экзит-поллы отдали партии Меркель победу на выборах в Германии.,0.523723,0
3565,2850,6929,"Власти США назвали имя стрелка, напавшего на штаб ВМС в Вашингтоне.",В вашингтонском Адмиралтействе убиты четыре человека.,0.0,-1
3566,2924,7006,"Египетский суд запретил ""Братьев-мусульман"".",В Египте запретили «Братьев-мусульман».,0.606218,1
3567,3005,7076,Пострадавших от паводка освободят от призыва в армию.,Пострадавших от паводка освободят от службы в армии.,0.8,1
3568,2925,6997,Объявленный в розыск лидер Судана намерен посетить Генассамблею ООН.,Объявленный в розыск президент Судана собрался на заседание ООН.,0.561249,1
3569,3006,7074,Иоанн-Павел II станет святым накануне Дня весны.,Иоанн Павел II станет святым в апреле 2014 года.,0.447446,0
3570,2851,6928,"Огненное шоу с флагом Чечни: суд оштрафовал фаната ""Зенита"" на 1 тыс. руб.",Фаната «Зенита» оштрафовали за поджог флага Чечни.,0.504675,0
3571,2775,6863,Прокуратура предупредила А.Навального о недопустимости нарушения закона.,Прокуратура предостерегла Навального от нарушений на Болотной.,0.602495,0
3572,2852,6922,"""Славянка"" заявила о хищении 278 млн руб. при поставках угля.",Компания «Славянка» пожаловалась на хищение 278 миллионов рублей.,0.681516,0
3573,2776,6861,Китайцев будут сажать за неправду в соцсетях.,В Китае будут сажать за вранье в интернете.,0.58,0
3574,3007,7075,Жертвами серии подрывов машин в Багдаде стали 50 человек.,В Багдаде совершена серия подрывов автомобилей.,0.525729,0
3575,2926,7000,"Частные инвесторы приобретут 49% ""Калашникова"".",Государство продаст половину «Калашникова» частным инвесторам.,0.56598,0
3576,3008,7073,Сити-менеджера Миасса подозревают в связях с ОПГ.,Сити-менеджера Миасса заподозрили в серии убийств.,0.53,-1
3577,2927,7002,Экс-кандидат в президенты Армении осужден за покушение на соперника.,Экс-кандидату в президенты Армении дали 14 лет за покушение на конкурента.,0.670615,0
3578,2777,6860,В центре Парижа ограблен на 2 млн евро ювелирный салон.,В Париже ювелирный салон ограбили на 2 миллиона евро.,0.878621,1
3580,2779,6853,Американский спецназ застрелил 107-летнего мужчину в Арканзасе.,Американский спецназ застрелил 107-летнего подозреваемого.,0.748554,0
3581,2928,7004,По факту громкого ДТП в Щербинке возбудили уголовное дело.,По факту аварии на переезде в Щербинке завели дело.,0.506115,1
3582,2780,6855,СК завел дело на Bloodhound Gang за надругательство над флагом РФ.,На музыкантов Bloodhound Gang завели дело по статье 282.,0.6,0
3583,2781,6850,В Сирии освободили похищенных весной итальянца и бельгийца.,Похищенного в Сирии итальянского журналиста освободили.,0.651181,0
3584,2929,7001,Надежда Толоконникова объявила бессрочную голодовку.,Надежда Толоконникова объявила голодовку.,0.939149,0
3586,2930,7005,За убийство десантника в Пугачеве ответят полицейские.,Тренера «Бенфики» привлекут к суду за нападение на полицейских.,0.182574,-1
3587,2931,7008,"Россия передала Ирану первый энергоблок АЭС ""Бушер"".",Россия передала Ирану атомную станцию «Бушер».,0.709795,0
3590,3010,7078,"""Северная верфь"" спустила на воду самое большое судно связи в России.",«Северная верфь» спустила на воду новый разведкорабль.,0.544331,0
3591,2934,7009,В теракте в Найроби участвовали трое американцев.,В Найроби задержаны 10 предполагаемых террористов.,0.28,-1
3592,2782,6851,В Петрозаводске кандидат от оппозиции выиграл выборы мэра.,Ройзман выиграл выборы мэра Екатеринбурга.,0.547723,-1
3593,3011,7078,"""Северная верфь"" спустит на воду самое большое судно связи в России.",«Северная верфь» спустила на воду новый разведкорабль.,0.544331,0
3594,2783,6852,Начала свою работу приемная бизнес-омбудсмена РБ.,Подсчитаны 100 процентов голосов на выборах мэра Москвы.,0.0,-1
3595,2935,7005,Арское кладбище сделают туристической достопримечательностью.,Тренера «Бенфики» привлекут к суду за нападение на полицейских.,0.0,-1
3596,2855,6939,Активисты ЛДПР потребовали заблокировать Facebook в России.,ЛДПР попросила Роскомнадзор заблокировать Facebook в России.,0.766667,0
3597,2856,6934,"В Госдуму внесли расширенную версию ""антипиратского закона"".",В Госдуму внесли поправки к антипиратскому закону.,0.659875,0
3598,2857,6935,Назван новый состав правительства Москвы.,Собянин назначил новое правительство Москвы.,0.671429,0
3599,2858,6937,"Власти заморозят зарплаты чиновников, военнослужащих и прокуроров.",Минфин заморозит зарплаты чиновников и военнослужащих.,0.662744,0
3600,2859,6930,На пути к 1500 пунктам российский рынок возьмет паузу.,Глава Верховного суда России попал в ДТП в Гане.,0.010714,-1
3602,2861,6931,Иранцам после 4 лет вернули доступ к Twitter и Facebook.,В Иране разблокировали Twitter и Facebook.,0.415761,0
3604,2938,7011,В центральный аппарат СКР пришли с проверкой по делу о взятке.,Сотрудника центрального аппарата СКР заподозрили в получении взятки.,0.514286,0
3605,2939,7021,Операция в ТЦ в Найроби завершена.,Операция в торговом центре в Найроби завершилась.,0.59764,1
3606,2863,6936,Замминистра энергетики Дагестана подозревается в похищении подростка.,Замглавы Минпрома Дагестана заподозрили в похищении подростка.,0.5875,0
3607,2864,6930,Попавшего в ДТП председателя Верховного суда РФ заберет из Ганы борт МЧС.,Глава Верховного суда России попал в ДТП в Гане.,0.509602,0
3608,2940,7019,Из-за сильного землетрясения в Пакистане погибли 30 человек.,В результате землетрясения в Пакистане погибли 30 человек.,0.866667,1
3609,2941,7014,СКР заподозрил экологов Greenpeace в покушении на суверенитет России.,СК заподозрил активистов Greenpeace в посягательстве на суверенитет РФ.,0.617213,1
3610,2942,7013,По факту крушения Су-25 на Кубани возбуждено уголовное дело.,По факту крушения Су-25 завели уголовное дело.,0.814722,1
3611,2943,7012,Истребители США перехватили три самолета в небе над Нью-Йорком.,Истребители ВВС США перехватили в небе над Нью-Йорком три самолета.,0.96214,1
3612,2944,7010,Кенийский спецназ освободил всех заложников в Найроби.,Спецназ освободил всех заложников в торговом центре в Найроби.,0.786947,0
3613,2700,12189,Вашингтон: При химической атаке в Сирии использовался зарин.,"""Все вроде замечательно, но теперь стоит вопрос - а что будет после Игр?""",0.0,-1
3614,2937,9241,"""Роснефть"" за 1,8 млрд долл. выкупит у итальянцев газ Ямала.","«Иногда создается ощущение, что мы покупаем все, но это не так».",0.0,-1
3615,2945,11933,За акцию в Арктике активистам Greenpeace светит от 10 до 15 лет.,Разрывные отношения - Почему банки по всему миру перестали друг другу доверять.,0.0,-1
3616,2867,9212,Во время войны в Ираке из страны были вывезены тысячи артефактов.,"Решение принято, борьба за последствия начинается.",0.094868,-1
3617,2951,9243,"Съезд ""Единой России"" может пройти без В.Путина.","""Единая Россия"" может собраться без Владимира Путина.",0.7,1
3618,2962,9246,"Доходы кубанцев с начала года выросли на 21,6%.",Ростуризм смягчился к Египту.,0.0,-1
3619,2717,12189,"Перенос программы вооружений позволит сэкономить до 1,16 трлн руб.","""Все вроде замечательно, но теперь стоит вопрос - а что будет после Игр?""",0.0,-1
3620,2733,9173,Половина земель на Кубани подготовлена к севу озимых.,Дешевых денег много не бывает.,0.0,-1
3621,2884,12189,"На ""Казань-Арене"" началась подготовка к укладке футбольного газона.","""Все вроде замечательно, но теперь стоит вопрос - а что будет после Игр?""",0.0,-1
3622,2978,11884,Суд не стал рассматривать дело М.Алехиной без алтарника и свечницы.,Инвесторы уходят в лето - Отток средств из России за неделю составил $34 млн.,0.0,-1
3623,2964,11917,Nissan отзывает почти 1 млн автомобилей в разных странах.,"Subaru отзывает 1,2 млн автомобилей по всему миру - из-за возможного дефекта тормозной системы.",0.493796,-1
3624,2740,9175,Дело зампреда ВЭБ А.Балло развалили до суда.,Зампред ВЭБа не прошел московскую прокуратуру.,0.182574,-1
3625,2986,9258,"""Адмиралтейские верфи"" и Балтзавод переедут на новые площадки к 2024г.","Всем нравится ""против всех"".",0.0,-1
3626,2899,9223,Владислав Сурков вернулся на работу в Кремль.,Сергей Иванов тоже не хочет в президенты.,0.0,-1
3627,2908,9224,"На подготовку ЖКХ к зиме из бюджета республики выделено около 1,5 млрд рублей.",Права граждан ставят в наркотическую зависимость.,0.0,-1
3628,2905,9225,"""Чистые вены"": московских полицейских проверят на наркотики.","Московская полиция начала операцию ""Чистые вены"".",0.65,0
3629,2987,9254,"АФК ""Система"" нашла мексиканского партнера для строительства химзавода в Уфе.","""Система"" нашла партнера по химии.",0.53033,0
3630,7050,9252,Россия и США согласовали проект резолюции по Сирии.,Ликвидацию проведут по счетам.,0.070711,-1
3631,2909,9227,"РБКweekend: вечеринки, фестивали и концерты с 20 по 22 сентября.",Между Россией и США возникла «химия».,0.0,-1
3632,2902,12002,"Темпы роста ВВП России почти в 2 раза ниже, чем годом ранее.",Какой футбол им не нужен - Против чего бразильцы протестуют и за что болеют.,0.0,-1
3633,2834,12189,Дмитрий Медведев отмечает день рождения: 48 лет в цитатах.,"""Все вроде замечательно, но теперь стоит вопрос - а что будет после Игр?""",0.0,-1
3635,2854,9208,"Грузооборот группы ""НМТП"" с начала года снизился на 12,3%.",НМТП снижает грузооборот.,0.542387,0
3636,2854,9233,"Грузооборот группы ""НМТП"" с начала года снизился на 12,3%.",Как Россия и Белоруссия калий продавали.,0.0,-1
3637,2765,9199,"На выборах в Забайкалье побеждает ""эсер"" К.Ильковский.",Покушение на Владимира Путина дошло до суда и в России.,0.0,-1
3638,3010,9258,"""Северная верфь"" спустила на воду самое большое судно связи в России.","Всем нравится ""против всех"".",0.0,-1
3639,2936,9235,Бывшего следователя приговорили к штрафу за покушение на мошенничество.,У бывшего мэра Махачкалы обыскали детей.,0.182574,-1
3640,2936,9237,Бывшего следователя приговорили к штрафу за покушение на мошенничество.,Сделку с недвижимостью оценили по строгому режиму.,0.0,-1
3641,3009,12002,«Жилищный проект»: более 100 мероприятий за 2 дня.,Какой футбол им не нужен - Против чего бразильцы протестуют и за что болеют.,0.043301,-1
3642,3007,12189,Жертвами серии подрывов машин в Багдаде стали 50 человек.,"""Все вроде замечательно, но теперь стоит вопрос - а что будет после Игр?""",0.0,-1
3643,2865,9210,Глава Верховного суда РФ В.Лебедев госпитализирован в Гане после ДТП.,Верховный суд не поработал на камеру.,0.373441,-1
3644,2791,9195,После выборов СКР вернулся к двум старым делам против А.Навального.,За Алексея Навального постояли на Болотной площади.,0.185934,-1
3645,8500,6872,Мосгоризбирком: Выборы в Москве закончились одним туром.,Мосгоризбирком утвердил итоги выборов в Москве.,0.693782,0
3646,8509,6932,Началась операция по подъему лайнера Costa Concordia.,Завершена операция по подъему лайнера «Коста Конкордиа».,0.5,-1
3647,8511,6955,Депутаты согласовали более 30 поправок в законопроект о реформе РАН.,Депутаты окончательно одобрили реформу РАН.,0.64254,-1
3648,8512,6940,"Молодые футболисты ЦСКА обыграли ""Баварию"" в Лиге чемпионов.",«Бавария» разгромила ЦСКА в матче Лиги чемпионов.,0.648074,-1
3649,8526,7040,Сборная России по пляжному футболу вышла в плей-офф ЧМ.,Сборная России вышла в 1/2 финала ЧМ по пляжному футболу.,0.82851,0
3650,8528,7056,В России могут запретить печатать сувенирные деньги.,Полиция предложила запретить печатать сувенирные банкноты.,0.5,0
3651,8496,6825,"ВС отменил арест полицейских, покрывавших подпольные казино в Подмосковье.",Подольского полицейского объявили в розыск по подозрению в разбое.,0.207328,-1
3653,8498,6859,ЦИК признал выборы 8 сентября самыми конкурентными за всю историю.,Синтетическую РНК использовали для лечения инфаркта.,0.0,-1
3654,8499,6854,Андрей Воробьев лидирует на выборах губернатора Подмосковья.,Губернаторские выборы в Подмосковье выиграл Андрей Воробьев.,0.8,0
3655,8490,9169,Видеозапись голосования на выборах мэра Москвы можно будет пересмотреть.,Выборы мэра Москвы смогут перемотать.,0.564563,0
3656,8502,9196,США назвали условия отказа от военной операции против Сирии.,"""Почта России"" упаковалась во Внуково.",0.0,-1
3657,8504,9197,Американка Серена Уильямс стала чемпионкой US Open.,Серена Уильямс устояла на ветру.,0.491935,-1
3658,8510,12036,Волейболисты сборной России проведут последний матч перед ЧЕ.,Центральные отпадающие - Российский футбол: недействующая модель.,0.0,-1
3659,8505,9199,Мосгорсуд рассмотрел дело о подготовке к покушению на Владимира Путина.,Покушение на Владимира Путина дошло до суда и в России.,0.503029,0
3660,8507,9200,Рафаэль Надаль выиграл свой второй US Open.,Рафаэль Надаль вернулся в хард-версии.,0.491935,-1
3661,8525,9319,При переходе из одного вуза в другой для студента ничего не изменится.,ЦБ и Минфин сошлись на потолке.,0.0,-1
3662,8524,9247,Скончался олимпийский чемпион по хоккею Виктор Зингер.,Умер Виктор Зингер.,0.624611,1
3663,8514,9219,Законопроект о реформе РАН принят в окончательном чтении.,Как изменился законопроект о реформе РАН.,0.56598,-1
3664,8516,9220,Президент Бразилии отменила поездку в США из-за телефонного скандала.,Президент Бразилии ответила на разоблачения Сноудена отменой визита в США.,0.494433,0
3665,8527,9253,"Сергей Нарышкин поучаствовал в конференции ""20 лет Конституции России"".",Конституцию оценили психологически.,0.290909,-1
3666,8517,9226,Кабмин одобрил проект федерального бюджета на три года.,Бюджетные проектировки всего не вместят.,0.154335,-1
3667,8518,9229,Мобильный YouTube будет крутить видео без подключения к Сети.,Ставка на арест.,0.0,-1
3668,8530,12036,Сборная России вышла в полуфинал чемпионата мира по пляжному футболу.,Центральные отпадающие - Российский футбол: недействующая модель.,0.144338,-1
3669,8497,9178,Определился состав сборной России по спортивной гимнастке на ЧМ.,В сборной России по спортивной гимнастике есть вакансии.,0.550349,-1
3670,8532,12189,В Краснодаре появится немецкий медицинский центр.,"""Все вроде замечательно, но теперь стоит вопрос - а что будет после Игр?""",0.0,-1
3671,6783,9168,В Москве задержана юрист экс-главы казахстанского БТА-банка.,Юрист экс-главы БТА-банка проболталась по телефону.,0.56598,-1
3672,7016,12002,МВФ второй раз за год снизил прогноз по росту российского ВВП.,Какой футбол им не нужен - Против чего бразильцы протестуют и за что болеют.,0.030305,-1
3673,6865,9196,«Два ствола» сменили «Одноклассников» в лидерах российского проката.,"""Почта России"" упаковалась во Внуково.",0.0,-1
3674,6867,9196,«Почта России» купит терминал во Внуково для ускорения обработки посылок.,"""Почта России"" упаковалась во Внуково.",0.565685,0
3675,6949,9213,Минобороны избавится от 56 предприятий «Оборонсервиса».,"Активы субхолдингов ""Оборонсервиса"", согласованные Минобороны и Минпромторгом для передачи предприятиям оборонного комплекса.",0.478004,-1
3676,6784,12189,Белорусского ЛГБТ-активиста произвели в священники.,"""Все вроде замечательно, но теперь стоит вопрос - а что будет после Игр?""",0.0,-1
3677,6941,9214,Шевчук выступит на концерте в поддержку фигурантов «болотного дела».,«Болотное дело» рассмотрят без одного из фигурантов.,0.507093,-1
3678,7026,9245,«Газпром» посоветовал «Роснефти» отказаться от СПГ-завода на Сахалине.,"""Газпром"" отказался от газа ""Сахалина-1"".",0.528682,-1
3679,6793,9190,Правительство отказалось освобождать предпринимателей-новичков от налогов.,Белоруссия ответила «Уралкалию» уголовным делом.,0.0,-1
3680,6878,11917,В Екатеринбурге задержали участника «Исламской партии Туркестана».,"Subaru отзывает 1,2 млн автомобилей по всему миру - из-за возможного дефекта тормозной системы.",0.010607,-1
