id,text,agency,author,url,date
6921,Титул «Мисс Америка» завоевала девушка индийского происхождения.,Лента.ру,,http://lenta.ru/news/2013/09/16/missamerica/,2013-09-16
6922,Компания «Славянка» пожаловалась на хищение 278 миллионов рублей.,Лента.ру,,http://lenta.ru/news/2013/09/16/slavyanka/,2013-09-16
6923,«Единая Россия» вернет закон о РАН во второе чтение.,Лента.ру,,http://lenta.ru/news/2013/09/16/back/,2013-09-16
6924,ФАС проверит Facebook из-за рекламы запрещенных курительных смесей.,Лента.ру,,http://lenta.ru/news/2013/09/16/spice/,2013-09-16
6925,В результате теракта в Чечне погибли трое полицейских.,Лента.ру,,http://lenta.ru/news/2013/09/16/sunjensky/,2013-09-16
6926,Иран решил отправить в космос персидского кота.,Лента.ру,,http://lenta.ru/news/2013/09/16/catonaut/,2013-09-16
6927,Россия восстановит военную базу на Новосибирских островах.,Лента.ру,,http://lenta.ru/news/2013/09/16/base/,2013-09-16
6928,Фаната «Зенита» оштрафовали за поджог флага Чечни.,Лента.ру,,http://lenta.ru/news/2013/09/16/zenit/,2013-09-16
6929,В вашингтонском Адмиралтействе убиты четыре человека.,Лента.ру,,http://lenta.ru/news/2013/09/16/shot1/,2013-09-16
6930,Глава Верховного суда России попал в ДТП в Гане.,Лента.ру,,http://lenta.ru/news/2013/09/17/lebedev/,2013-09-17
6931,В Иране разблокировали Twitter и Facebook.,Лента.ру,,http://lenta.ru/news/2013/09/17/iranbook/,2013-09-17
6932,Завершена операция по подъему лайнера «Коста Конкордиа».,Лента.ру,,http://lenta.ru/news/2013/09/17/costa/,2013-09-17
6933,Завод «Тинькофф» будет выпускать хлеб.,Лента.ру,,http://lenta.ru/news/2013/09/17/zavod/,2013-09-17
6934,В Госдуму внесли поправки к антипиратскому закону.,Лента.ру,,http://lenta.ru/news/2013/09/17/antipirate/,2013-09-17
6935,Собянин назначил новое правительство Москвы.,Лента.ру,,http://lenta.ru/news/2013/09/17/sobyanin/,2013-09-17
6936,Замглавы Минпрома Дагестана заподозрили в похищении подростка.,Лента.ру,,http://lenta.ru/news/2013/09/17/gadjibekov/,2013-09-17
6937,Минфин заморозит зарплаты чиновников и военнослужащих.,Лента.ру,,http://lenta.ru/news/2013/09/17/freeze/,2013-09-17
6939,ЛДПР попросила Роскомнадзор заблокировать Facebook в России.,Лента.ру,,http://lenta.ru/news/2013/09/17/ldpr/,2013-09-17
6940,«Бавария» разгромила ЦСКА в матче Лиги чемпионов.,Лента.ру,,http://lenta.ru/news/2013/09/18/baycska/,2013-09-18
6941,Шевчук выступит на концерте в поддержку фигурантов «болотного дела».,Лента.ру,,http://lenta.ru/news/2013/09/18/song/,2013-09-18
6942,Забаррикадировавшийся австрийский браконьер найден мертвым.,Лента.ру,,http://lenta.ru/news/2013/09/18/huber/,2013-09-18
6943,Приднестровье создало Стабфонд за счет российского газа.,Лента.ру,,http://lenta.ru/news/2013/09/18/gas/,2013-09-18
6945,Google назван самым привлекательным работодателем мира.,Лента.ру,,http://lenta.ru/news/2013/09/18/universum/,2013-09-18
6946,На берег Байкала волной выбросило теплоход.,Лента.ру,,http://lenta.ru/news/2013/09/18/volna/,2013-09-18
6947,Свадебная сова уснула на работе.,Лента.ру,,http://lenta.ru/news/2013/09/18/owl/,2013-09-18
6948,Прокуратура попросила смягчить приговор сельскому учителю Фарберу.,Лента.ру,,http://lenta.ru/news/2013/09/18/farber/,2013-09-18
6949,Минобороны избавится от 56 предприятий «Оборонсервиса».,Лента.ру,,http://lenta.ru/news/2013/09/18/munitions/,2013-09-18
6950,Правительство Украины одобрило соглашение об ассоциации с ЕС.,Лента.ру,,http://lenta.ru/news/2013/09/18/document/,2013-09-18
6952,Выбран проект памятника героям Первой мировой войны.,Лента.ру,,http://lenta.ru/news/2013/09/18/monument/,2013-09-18
6953,В Канаде поезд протаранил автобус.,Лента.ру,,http://lenta.ru/news/2013/09/18/bus/,2013-09-18
6954,Во время шоу «Танковый биатлон» похитили семь тонн топлива.,Лента.ру,,http://lenta.ru/news/2013/09/18/biatlon/,2013-09-18
6955,Депутаты окончательно одобрили реформу РАН.,Лента.ру,,http://lenta.ru/news/2013/09/18/dumaran/,2013-09-18
6956,При столкновении автобуса и поезда в Канаде погибли пять человек.,Лента.ру,,http://lenta.ru/news/2013/09/18/crash/,2013-09-18
6957,В Италии воры ограбили тюрьму.,Лента.ру,,http://lenta.ru/news/2013/09/18/thieves/,2013-09-18
6958,Из здания МГУ эвакуировали 200 человек.,Лента.ру,,http://lenta.ru/news/2013/09/18/mgu/,2013-09-18
6959,Число жертв наводнений в Мексике возросло до 80 человек.,Лента.ру,,http://lenta.ru/news/2013/09/19/storms/,2013-09-19
6960,Кнопку «Нравится» признали частью свободы слова.,Лента.ру,,http://lenta.ru/news/2013/09/19/like/,2013-09-19
6962,В Мадриде на болельщиков «Зенита» напали с ножом.,Лента.ру,,http://lenta.ru/news/2013/09/19/fans/,2013-09-19
6963,В каирском метро нашли бомбы.,Лента.ру,,http://lenta.ru/news/2013/09/19/cairo/,2013-09-19
6964,Курс доллара на Московской бирже резко упал.,Лента.ру,,http://lenta.ru/news/2013/09/19/currency/,2013-09-19
6966,В Сирии взорвали пассажирский автобус.,Лента.ру,,http://lenta.ru/news/2013/09/19/bomb/,2013-09-19
6967,Главу района в Дагестане задержали за хищение 160 миллионов рублей.,Лента.ру,,http://lenta.ru/news/2013/09/19/dagestan/,2013-09-19
6968,В Грузии поймали подозреваемого в убийстве российского дипломата.,Лента.ру,,http://lenta.ru/news/2013/09/19/kill/,2013-09-19
6969,ЦБ опустил курс доллара на 66 копеек.,Лента.ру,,http://lenta.ru/news/2013/09/19/dollar/,2013-09-19
6970,Абхазия раскрыла убийство российского дипломата.,Лента.ру,,http://lenta.ru/news/2013/09/19/kill1/,2013-09-19
6971,Путин намекнул на амнистию для фигурантов «болотного дела».,Лента.ру,,http://lenta.ru/news/2013/09/19/bolotnoe/,2013-09-19
6972,"В районе АЭС «Фукусима» произошло землетрясение магнитудой 5,3.",Лента.ру,,http://lenta.ru/news/2013/09/19/earthquake/,2013-09-19
6973,США закрыли воздушное пространство для самолета президента Венесуэлы.,Лента.ру,,http://lenta.ru/news/2013/09/20/airspace/,2013-09-20
6974,В московской полиции проведут операцию «Чистые вены».,Лента.ру,,http://lenta.ru/news/2013/09/20/all/,2013-09-20
6975,«Уралсиб» назвали новым акционером крупнейшего порта России.,Лента.ру,,http://lenta.ru/news/2013/09/20/buy/,2013-09-20
6976,Убийца дипломата РФ маскировался под продавца сувениров.,Лента.ру,,http://lenta.ru/news/2013/09/20/abhazia/,2013-09-20
6977,При ремонте аэропорта в Казани украли 250 миллионов рублей.,Лента.ру,,http://lenta.ru/news/2013/09/20/kazan/,2013-09-20
6978,Апелляцию по делу «Кировлеса» рассмотрят 9 октября.,Лента.ру,,http://lenta.ru/news/2013/09/20/date/,2013-09-20
6979,«Зенит» оштрафовали за сожженный фанатом флаг Чечни.,Лента.ру,,http://lenta.ru/news/2013/09/20/penalty/,2013-09-20
6980,Компания Диснея отказалась от эксклюзивного контракта с Брукхаймером.,Лента.ру,,http://lenta.ru/news/2013/09/20/disney/,2013-09-20
6981,Сирия передала в Гаагу данные о своем химоружии.,Лента.ру,,http://lenta.ru/news/2013/09/20/submit/,2013-09-20
6982,Владислав Сурков вернулся в Кремль.,Лента.ру,,http://lenta.ru/news/2013/09/20/surkov/,2013-09-20
6983,Российские волейболисты проиграли стартовый матч чемпионата Европы.,Лента.ру,,http://lenta.ru/news/2013/09/20/volley/,2013-09-20
6984,В Анкаре обстреляли ракетами здание полиции.,Лента.ру,,http://lenta.ru/news/2013/09/21/ankara/,2013-09-21
6985,КНДР отменила воссоединение разделенных Корейской войной семей.,Лента.ру,,http://lenta.ru/news/2013/09/21/postpone/,2013-09-21
6986,В Таджикистане поймали диверсантов.,Лента.ру,,http://lenta.ru/news/2013/09/21/saboteurs/,2013-09-21
6987,Пограничники опровергли обстрел корейцами российской шхуны.,Лента.ру,,http://lenta.ru/news/2013/09/21/dprk1/,2013-09-21
6988,Россия признала дипломы 201 иностранного вуза.,Лента.ру,,http://lenta.ru/news/2013/09/21/diploma/,2013-09-21
6989,Президент Кении уточнил число жертв теракта в Найроби.,Лента.ру,,http://lenta.ru/news/2013/09/22/kenyatta/,2013-09-22
6990,Пользователи обвинили LinkedIn в краже адресов электронной почты.,Лента.ру,,http://lenta.ru/news/2013/09/22/linkedin/,2013-09-22
6991,В Германии начались парламентские выборы.,Лента.ру,,http://lenta.ru/news/2013/09/22/germanvote/,2013-09-22
6992,При взрывах у христианской церкви в Пакистане погибли 53 человека.,Лента.ру,,http://lenta.ru/news/2013/09/22/church/,2013-09-22
6993,Десяток участков в «новой Москве» залило клеем.,Лента.ру,,http://lenta.ru/news/2013/09/22/glue/,2013-09-22
6994,«Рубин» проиграл «Томи» в девятом туре чемпионата России.,Лента.ру,,http://lenta.ru/news/2013/09/22/rubintom/,2013-09-22
6995,Экзит-поллы отдали партии Меркель победу на выборах в Германии.,Лента.ру,,http://lenta.ru/news/2013/09/22/exitpolls/,2013-09-22
6996,«Амкар» выиграл в гостях у «Кубани» с разгромным счетом.,Лента.ру,,http://lenta.ru/news/2013/09/22/kubanamkar/,2013-09-22
6997,Объявленный в розыск президент Судана собрался на заседание ООН.,Лента.ру,,http://lenta.ru/news/2013/09/23/bashir/,2013-09-23
6998,Блок Меркель выиграл выборы в Германии.,Лента.ру,,http://lenta.ru/news/2013/09/23/win/,2013-09-23
7000,Государство продаст половину «Калашникова» частным инвесторам.,Лента.ру,,http://lenta.ru/news/2013/09/23/kalashnikov/,2013-09-23
7001,Надежда Толоконникова объявила голодовку.,Лента.ру,,http://lenta.ru/news/2013/09/23/tolokonnikova/,2013-09-23
7002,Экс-кандидату в президенты Армении дали 14 лет за покушение на конкурента.,Лента.ру,,http://lenta.ru/news/2013/09/23/jail/,2013-09-23
7004,По факту аварии на переезде в Щербинке завели дело.,Лента.ру,,http://lenta.ru/news/2013/09/23/scherb/,2013-09-23
7005,Тренера «Бенфики» привлекут к суду за нападение на полицейских.,Лента.ру,,http://lenta.ru/news/2013/09/23/jesus/,2013-09-23
7006,В Египте запретили «Братьев-мусульман».,Лента.ру,,http://lenta.ru/news/2013/09/23/brotherhood/,2013-09-23
7007,Выставку Тициана в Москве продлили на три дня.,Лента.ру,,http://lenta.ru/news/2013/09/23/gmii/,2013-09-23
7008,Россия передала Ирану атомную станцию «Бушер».,Лента.ру,,http://lenta.ru/news/2013/09/23/plant/,2013-09-23
7009,В Найроби задержаны 10 предполагаемых террористов.,Лента.ру,,http://lenta.ru/news/2013/09/23/suspects/,2013-09-23
7010,Спецназ освободил всех заложников в торговом центре в Найроби.,Лента.ру,,http://lenta.ru/news/2013/09/24/all/,2013-09-24
7011,Сотрудника центрального аппарата СКР заподозрили в получении взятки.,Лента.ру,,http://lenta.ru/news/2013/09/24/check/,2013-09-24
7012,Истребители ВВС США перехватили в небе над Нью-Йорком три самолета.,Лента.ру,,http://lenta.ru/news/2013/09/24/over/,2013-09-24
7013,По факту крушения Су-25 завели уголовное дело.,Лента.ру,,http://lenta.ru/news/2013/09/24/case/,2013-09-24
7014,СК заподозрил активистов Greenpeace в посягательстве на суверенитет РФ.,Лента.ру,,http://lenta.ru/news/2013/09/24/skrf/,2013-09-24
7015,Стрелок из Адмиралтейства получил пропуск на военные объекты из-за полиции.,Лента.ру,,http://lenta.ru/news/2013/09/24/refuse/,2013-09-24
7016,МВФ второй раз за год снизил прогноз по росту российского ВВП.,Лента.ру,,http://lenta.ru/news/2013/09/24/gdp/,2013-09-24
7017,Замглавреда «Известий» ушел из издания из-за «зацикленности» на рейтингах.,Лента.ру,,http://lenta.ru/news/2013/09/24/yuryev/,2013-09-24
7018,Главного тренера «Рубина» дисквалифицировали на три матча.,Лента.ру,,http://lenta.ru/news/2013/09/24/berdyev/,2013-09-24
7019,В результате землетрясения в Пакистане погибли 30 человек.,Лента.ру,,http://lenta.ru/news/2013/09/24/quake/,2013-09-24
7021,Операция в торговом центре в Найроби завершилась.,Лента.ру,,http://lenta.ru/news/2013/09/24/end/,2013-09-24
7022,Президент Ирана отказался от встречи с Обамой.,Лента.ру,,http://lenta.ru/news/2013/09/25/nomeeting/,2013-09-25
7023,Число жертв землетрясения в Пакистане превысило 200 человек.,Лента.ру,,http://lenta.ru/news/2013/09/25/toll/,2013-09-25
7024,В бразильской столице запретили игрушечное оружие.,Лента.ру,,http://lenta.ru/news/2013/09/25/toyguns/,2013-09-25
7025,РГБ подтвердила неоригинальность диссертации Бурматова.,Лента.ру,,http://lenta.ru/news/2013/09/25/burmatov/,2013-09-25
7026,«Газпром» посоветовал «Роснефти» отказаться от СПГ-завода на Сахалине.,Лента.ру,,http://lenta.ru/news/2013/09/25/lngplant/,2013-09-25
7027,Всемирный банк отказал России в двухпроцентном росте экономики.,Лента.ру,,http://lenta.ru/news/2013/09/25/wb/,2013-09-25
7028,В Дагестане ликвидировали главаря банды и его отца.,Лента.ру,,http://lenta.ru/news/2013/09/25/banda/,2013-09-25
7029,Совет Федерации одобрил реформу РАН.,Лента.ру,,http://lenta.ru/news/2013/09/25/sovfed/,2013-09-25
7030,Количество жертв землетрясения в Пакистане выросло до 327 человек.,Лента.ру,,http://lenta.ru/news/2013/09/25/toll1/,2013-09-25
7031,В Махачкале убит судья Верховного суда Дагестана.,Лента.ру,,http://lenta.ru/news/2013/09/25/mahachkala/,2013-09-25
7032,Названа основная версия убийства судьи Верховного суда Дагестана.,Лента.ру,,http://lenta.ru/news/2013/09/25/version/,2013-09-25
7033,Делегация России покинула зал ООН во время выступления Саакашвили.,Лента.ру,,http://lenta.ru/news/2013/09/26/away/,2013-09-26
7035,«Союз» с космонавтами пристыковался к МКС.,Лента.ру,,http://lenta.ru/news/2013/09/26/docked/,2013-09-26
7036,Минобороны отказалось от претензий к компании экс-гендиректора «Славянки».,Лента.ру,,http://lenta.ru/news/2013/09/26/stoped/,2013-09-26
7037,Суд оправдал обвиняемого в махинациях с землей владельца «Терволины».,Лента.ру,,http://lenta.ru/news/2013/09/26/clear/,2013-09-26
7038,«Газпром» построит тепловую электростанцию в Сербии.,Лента.ру,,http://lenta.ru/news/2013/09/26/build/,2013-09-26
7039,Сына знаменитого в Китае военного певца приговорили за изнасилование.,Лента.ру,,http://lenta.ru/news/2013/09/26/life/,2013-09-26
7040,Сборная России вышла в 1/2 финала ЧМ по пляжному футболу.,Лента.ру,,http://lenta.ru/news/2013/09/26/rusiran/,2013-09-26
7041,В Московском зоопарке умерла единственная в Европе проехидна.,Лента.ру,,http://lenta.ru/news/2013/09/26/small/,2013-09-26
7042,В Приэльбрусье поставили памятник Высоцкому.,Лента.ру,,http://lenta.ru/news/2013/09/26/vysotsky/,2013-09-26
7043,Российского фотографа с судна Greenpeace арестовали на два месяца.,Лента.ру,,http://lenta.ru/news/2013/09/26/denis/,2013-09-26
7044,Под Костромой сошел с рельсов состав с пропаном.,Лента.ру,,http://lenta.ru/news/2013/09/26/kostroma/,2013-09-26
7045,«БелАЗ» создал самый большой самосвал в мире.,Лента.ру,,http://lenta.ru/news/2013/09/26/belaz/,2013-09-26
7046,Альпинист нашел клад на Монблане.,Лента.ру,,http://lenta.ru/news/2013/09/26/montblanc/,2013-09-26
7047,Интерпол объявил в розыск «белую вдову» из Найроби.,Лента.ру,,http://lenta.ru/news/2013/09/26/widow/,2013-09-26
7048,Суд в Мурманске перекрасят из-за активистов Greenpeace.,Лента.ру,,http://lenta.ru/news/2013/09/26/court/,2013-09-26
7050,Россия и США согласовали проект резолюции по Сирии.,Лента.ру,,http://lenta.ru/news/2013/09/27/resolution/,2013-09-27
7051,В Белгороде открыли памятник Солженицыну.,Лента.ру,,http://lenta.ru/news/2013/09/27/solzhenitsyn/,2013-09-27
7052,Турция предпочла китайские зенитные комплексы российским.,Лента.ру,,http://lenta.ru/news/2013/09/27/tloramids/,2013-09-27
7053,В Дербенте убили организатора теракта в селе Хучни.,Лента.ру,,http://lenta.ru/news/2013/09/27/derbent1/,2013-09-27
7054,В мадридском метро нашли чек на два миллиона долларов.,Лента.ру,,http://lenta.ru/news/2013/09/27/check/,2013-09-27
7055,Банк России повысил ориентир по инфляции.,Лента.ру,,http://lenta.ru/news/2013/09/27/inflation/,2013-09-27
7056,Полиция предложила запретить печатать сувенирные банкноты.,Лента.ру,,http://lenta.ru/news/2013/09/27/souvenirs/,2013-09-27
7057,"Автора ролика «Давай, до свидания!» посадили на пять лет.",Лента.ру,,http://lenta.ru/news/2013/09/27/jail/,2013-09-27
7058,В Москве ограбили Светлану Хоркину.,Лента.ру,,http://lenta.ru/news/2013/09/27/horkina/,2013-09-27
7059,ФСКН прервала концерт Infected Mushroom в Москве.,Лента.ру,,http://lenta.ru/news/2013/09/28/mushroom/,2013-09-28
7060,Минобороны опровергло отмену отсрочек для студентов.,Лента.ру,,http://lenta.ru/news/2013/09/28/no/,2013-09-28
7061,Медведев велел создать агентство по привлечению инвестиций в регионы.,Лента.ру,,http://lenta.ru/news/2013/09/28/rapir/,2013-09-28
7062,Эксперты выбрали лучшее пиво в мире.,Лента.ру,,http://lenta.ru/news/2013/09/28/beer/,2013-09-28
7063,Министры от партии Берлускони покинули правительство Италии.,Лента.ру,,http://lenta.ru/news/2013/09/28/ministers/,2013-09-28
7064,В Шанхае заработала свободная торговая зона.,Лента.ру,,http://lenta.ru/news/2013/09/29/shanghai/,2013-09-29
7065,В Мумбаи при обрушении дома погибло 60 человек.,Лента.ру,,http://lenta.ru/news/2013/09/29/mumbai/,2013-09-29
7066,Пресс-секретаря Greenpeace арестовали на два месяца.,Лента.ру,,http://lenta.ru/news/2013/09/29/litvinov/,2013-09-29
7067,Израиль сообщил о поимке иранского шпиона.,Лента.ру,,http://lenta.ru/news/2013/09/29/spy/,2013-09-29
7068,В Нигерии боевики застрелили 50 спящих студентов.,Лента.ру,,http://lenta.ru/news/2013/09/29/nigeria/,2013-09-29
7069,Siemens уволит 15 тысяч рабочих.,Лента.ру,,http://lenta.ru/news/2013/09/29/siemens/,2013-09-29
7070,В доходной части бюджета недосчитались 250 миллиардов рублей.,Лента.ру,,http://lenta.ru/news/2013/09/30/budget/,2013-09-30
7072,На ликвидацию последствий наводнения потратят 40 миллиардов рублей.,Лента.ру,,http://lenta.ru/news/2013/09/30/aid/,2013-09-30
7073,Сити-менеджера Миасса заподозрили в серии убийств.,Лента.ру,,http://lenta.ru/news/2013/09/30/miass1/,2013-09-30
7074,Иоанн Павел II станет святым в апреле 2014 года.,Лента.ру,,http://lenta.ru/news/2013/09/30/date/,2013-09-30
7075,В Багдаде совершена серия подрывов автомобилей.,Лента.ру,,http://lenta.ru/news/2013/09/30/carbombs/,2013-09-30
7076,Пострадавших от паводка освободят от службы в армии.,Лента.ру,,http://lenta.ru/news/2013/09/30/relax/,2013-09-30
7077,Coca-Cola уступила Apple первенство в рейтинге самых дорогих брендов.,Лента.ру,,http://lenta.ru/news/2013/09/30/coke/,2013-09-30
7078,«Северная верфь» спустила на воду новый разведкорабль.,Лента.ру,,http://lenta.ru/news/2013/09/30/ivanov/,2013-09-30
7079,В Европе зафиксирован бум IPO.,Лента.ру,,http://lenta.ru/news/2013/09/30/europeanipo/,2013-09-30
7080,Развозжаева удалили из зала суда на слушаниях по продлению ареста.,Лента.ру,,http://lenta.ru/news/2013/09/30/razvozhaev/,2013-09-30
7081,Франция заинтересовалась активами дяди Асада.,Лента.ру,,http://lenta.ru/news/2013/09/30/uncle/,2013-09-30
7082,Власти Венесуэлы выдворили из страны трех американских дипломатов.,Лента.ру,,http://lenta.ru/news/2013/10/01/three/,2013-10-01
7083,На территории университета Беркли в Калифорнии произошел взрыв.,Лента.ру,,http://lenta.ru/news/2013/10/01/blast/,2013-10-01
7084,Нигерийские студенты устроили погром в посольстве в Москве.,Лента.ру,,http://lenta.ru/news/2013/10/01/nigeria/,2013-10-01
7085,На Титане нашли полуфабрикат для синтеза пластмассы.,Лента.ру,,http://lenta.ru/news/2013/10/01/propylene/,2013-10-01
7088,СК завел дело о похищении нейрохирурга в Ленобласти.,Лента.ру,,http://lenta.ru/news/2013/10/01/rastorgueva/,2013-10-01
7089,В Сирию прибыли специалисты по уничтожению химического оружия.,Лента.ру,,http://lenta.ru/news/2013/10/01/arrival/,2013-10-01
7090,ВТБ анонсировал продажу Tele2.,Лента.ру,,http://lenta.ru/news/2013/10/01/sale/,2013-10-01
7091,Толоконникова прекратила голодовку.,Лента.ру,,http://lenta.ru/news/2013/10/01/tolokno/,2013-10-01
7092,Погром в посольстве Нигерии в Москве устроили студенты РУДН.,Лента.ру,,http://lenta.ru/news/2013/10/01/students/,2013-10-01
7093,«Зенит» не сумел обыграть «Аустрию» в Лиге чемпионов.,Лента.ру,,http://lenta.ru/news/2013/10/01/zenit/,2013-10-01
7094,Киллера приговорили к 13 годам за убийство архитектора из Ленобласти.,Лента.ру,,http://lenta.ru/news/2013/10/01/guilty/,2013-10-01
7095,Россия договорилась с Киргизией и Таджикистаном о поставках вооружений.,Лента.ру,,http://lenta.ru/news/2013/10/02/army/,2013-10-02
7096,Следствие начало предъявлять обвинения фигурантам дела Greenpeace.,Лента.ру,,http://lenta.ru/news/2013/10/02/charge/,2013-10-02
7098,В Подмосковье убили преподавателя музыкальной школы при консерватории.,Лента.ру,,http://lenta.ru/news/2013/10/02/music/,2013-10-02
7099,Активистам Greenpeace предъявили обвинение в пиратстве.,Лента.ру,,http://lenta.ru/news/2013/10/02/two1/,2013-10-02
7100,При реконструкции Большого и Малого театров похитили 100 миллионов рублей.,Лента.ру,,http://lenta.ru/news/2013/10/02/theatres/,2013-10-02
7103,В петербургском метро возобновили движение по «синей» ветке.,Лента.ру,,http://lenta.ru/news/2013/10/02/metroopen/,2013-10-02
7104,Защитника клуба КХЛ дисквалифицировали на 10 матчей.,Лента.ру,,http://lenta.ru/news/2013/10/02/ten/,2013-10-02
7105,Число погибших при нападении шершней в Китае возросло до 41 человека.,Лента.ру,,http://lenta.ru/news/2013/10/02/hornet/,2013-10-02
7106,Умер автор триллеров Том Клэнси.,Лента.ру,,http://lenta.ru/news/2013/10/02/clancy/,2013-10-02
7107,Начальник МУРа подал в отставку.,Лента.ру,,http://lenta.ru/news/2013/10/02/mur/,2013-10-02
7108,«Спартак» проведет домашний матч чемпионата России в Екатеринбурге.,Лента.ру,,http://lenta.ru/news/2013/10/02/spartak/,2013-10-02
7109,Суд отменил оправдательный приговор по делу бригады из ОПГ «Перваки».,Лента.ру,,http://lenta.ru/news/2013/10/02/fedya/,2013-10-02
7110,Саакашвили помиловал всех условно осужденных.,Лента.ру,,http://lenta.ru/news/2013/10/02/pardon/,2013-10-02
7111,В рейтинге THE остался один российский вуз.,Лента.ру,,http://lenta.ru/news/2013/10/03/vouzez/,2013-10-03
7112,Итальянский парламент выразил доверие правительству Летты.,Лента.ру,,http://lenta.ru/news/2013/10/03/confidence/,2013-10-03
7113,Путин поддержал проект по оцифровке советских фильмов.,Лента.ру,,http://lenta.ru/news/2013/10/03/films/,2013-10-03
7114,Банк Тинькова объявил о проведении IPO.,Лента.ру,,http://lenta.ru/news/2013/10/03/tcs/,2013-10-03
7115,Посол Колумбии в РФ подал в отставку после обвинений в педофилии.,Лента.ру,,http://lenta.ru/news/2013/10/03/amador/,2013-10-03
7116,США опередили Россию по добыче углеводородов.,Лента.ру,,http://lenta.ru/news/2013/10/03/usasurpassesrussia/,2013-10-03
7117,На чиновников Росреестра завели дело за халатность.,Лента.ру,,http://lenta.ru/news/2013/10/03/reestr/,2013-10-03
7118,Украина станет ассоциированным членом ЦЕРН.,Лента.ру,,http://lenta.ru/news/2013/10/03/uacern/,2013-10-03
7119,«Русский Букер» объявил шорт-лист.,Лента.ру,,http://lenta.ru/news/2013/10/03/booker/,2013-10-03
7120,На мадагаскарском курорте заживо сожгли двух иностранцев.,Лента.ру,,http://lenta.ru/news/2013/10/03/mobkills/,2013-10-03
7121,Всем членам экипажа «Арктик Санрайз» предъявили обвинения в пиратстве.,Лента.ру,,http://lenta.ru/news/2013/10/03/greenpeace/,2013-10-03
7122,МИД эвакуировал дипломатов из Ливии.,Лента.ру,,http://lenta.ru/news/2013/10/03/mid/,2013-10-03
7123,У здания Конгресса США началась стрельба.,Лента.ру,,http://lenta.ru/news/2013/10/03/capitol/,2013-10-03
7124,Американский суд предъявил обвинения 13 хакерам из Anonymous.,Лента.ру,,http://lenta.ru/news/2013/10/04/anonymous/,2013-10-04
7125,Владельца Silk Road обвинили в подготовке заказного убийства.,Лента.ру,,http://lenta.ru/news/2013/10/04/silk/,2013-10-04
7126,Нарушитель подорвал себя на украинско-российской границе.,Лента.ру,,http://lenta.ru/news/2013/10/04/border/,2013-10-04
7127,Убийце ректора вуза в Санкт-Петербурге дали 13 лет.,Лента.ру,,http://lenta.ru/news/2013/10/04/rektor/,2013-10-04
7128,"Хакеры украли у Adobe данные 2,9 миллиона пользователей.",Лента.ру,,http://lenta.ru/news/2013/10/04/stolen/,2013-10-04
7129,Суд отложил рассмотрение жалобы на приговор Навальному.,Лента.ру,,http://lenta.ru/news/2013/10/04/kirovles/,2013-10-04
7130,СМИ узнали о приготовлениях банков США к дефолту.,Лента.ру,,http://lenta.ru/news/2013/10/04/cash/,2013-10-04
7131,Поветкин проиграл взвешивание Владимиру Кличко.,Лента.ру,,http://lenta.ru/news/2013/10/04/povetkin/,2013-10-04
7132,В Каире началась перестрелка сторонников Мурси с полицией.,Лента.ру,,http://lenta.ru/news/2013/10/04/clashes/,2013-10-04
7133,Мосгорсуд постановил закрыть семь сайтов по требованию Первого канала.,Лента.ру,,http://lenta.ru/news/2013/10/04/channelone/,2013-10-04
7134,Ливия компенсирует России ущерб от нападения на посольство.,Лента.ру,,http://lenta.ru/news/2013/10/04/excuse/,2013-10-04
7135,Марокканских подростков арестовали за фотографию поцелуя в Facebook.,Лента.ру,,http://lenta.ru/news/2013/10/05/morocco/,2013-10-05
7136,Раненная талибами девочка получила премию Политковской.,Лента.ру,,http://lenta.ru/news/2013/10/05/rawinwar/,2013-10-05
7137,Медведь украл у иркутских дачников борщ.,Лента.ру,,http://lenta.ru/news/2013/10/05/bortsh/,2013-10-05
7138,Иностранный спецназ атаковал базу исламистов в Сомали.,Лента.ру,,http://lenta.ru/news/2013/10/05/somali/,2013-10-05
7139,России официально передали олимпийский огонь.,Лента.ру,,http://lenta.ru/news/2013/10/05/fire3/,2013-10-05
7142,"В Румынии произошло землетрясение магнитудой 5,3.",Лента.ру,,http://lenta.ru/news/2013/10/06/moldquake/,2013-10-06
7143,У Холли Берри родился мальчик.,Лента.ру,,http://lenta.ru/news/2013/10/06/boy/,2013-10-06
7144,В Иране раскрыли подготовку диверсии на ядерном объекте.,Лента.ру,,http://lenta.ru/news/2013/10/06/sabotage/,2013-10-06
7145,В Сирии началась ликвидация химического оружия.,Лента.ру,,http://lenta.ru/news/2013/10/06/chemwep/,2013-10-06
7146,Путин дал старт олимпийской эстафете по России.,Лента.ру,,http://lenta.ru/news/2013/10/06/fire/,2013-10-06
7147,Трех россиян арестовали на Кипре за кражу сумок Louis Vuitton.,Лента.ру,,http://lenta.ru/news/2013/10/06/vuitton/,2013-10-06
7148,ЦБ отозвал лицензию у «Национального республиканского банка».,Лента.ру,,http://lenta.ru/news/2013/10/07/nrb/,2013-10-07
7149,За два дня в Индии от молний погибли 32 человека.,Лента.ру,,http://lenta.ru/news/2013/10/07/lightning/,2013-10-07
7150,В Подмосковье найдены тела пятерых младенцев.,Лента.ру,,http://lenta.ru/news/2013/10/07/five/,2013-10-07
7151,ВТБ договорился о продаже своей доли в Росбанке.,Лента.ру,,http://lenta.ru/news/2013/10/07/socgen/,2013-10-07
